Sentiment,Expression
0,"@AlexLumley No i havent, i tried downloading it and it said error 1206  made me mad."
0,"@MikeGrace Thx, please don't go anywhere. lol it's scary "
0,"This woman is an utter disgrace http://bit.ly/xBbmu - should be charged with aggravated wasting of police time, Clifford given a caution "
0,"Tonight: 8:30 Improvise Your Own Adventure, and 10:30: Cast Member @erined's final Theatresports!   Don't miss it!"
0,"Gonna go make my sister eat. Had bad dreams about her, my nephew, and mom. Obviously stressed. "
0,"So much for goin bikin today, it's snowin like crazy "
0,"well, had to bite the bullet and reformat the hard drive and reload XP on the family desktop.  virus had it screwed up beyond repair "
0,"@emmyrossum My prom was supposed to be yesterday, but it was canceled due to snow! "
0,"Busy day with my mum, she leaves for Arizona today "
0,"Spending this gorgeous day inside at the New Haven Pub. Library..gotta get paid.  Really slow today, everyone must be outside. not me "
0,"@sebby_peek I didnt have a choice, she was trying to get you against me, she told me she'd do it too  she's a cunt, she doesn't care, and"
0,"@amazingphoebe i don't know what to do, because anything i say now, will sound rich. so the only thing i can do is go "
0,"I have to lay grass today, that sucks. Wish I could have went to A-day. "
0,"@vasbestkept Oh, well then eBay will not work for you. "
0,"Watching hudds vs rhinos, on sofa with busted hip "
0,"@sebby_peek I didnt have a choice, she was trying to get you against me, she told me she'd do it too  she&amp;ap... http://bit.ly/xxKPm"
0,"@steveagee going to miss #TheAgee5K  - hopefully someone archives it-least I caught the test last night, which was fun."
0,"@HeroesforAutism I wish I could go, but I'm in Montreal. Other side of the continent "
0,"@thayala  oh well, timer was funny, when the next In the World?"
0,"Has been looking at roman stuff, unfortunately there were no romans to bring home "
0,"If VCU Brandcenter doesn't let me know of their decision by next week, I'd have to let them go!  Really like the school though!"
0,"@ddlovato sonny with a chance in the UK, only 6 more days. I can't wait, but I'll miss it. I'm at the McFly concert  hmm .. I'll record it"
0,"@tomacintosh yeah, tell me about it "
0,"Think I've got a post op infection, grumpy but can't help it "
0,"Until further notice, my phone is dead "
0,"@wahliaodotcom wahliao i seriously can't take the heat!!cold water isnt helping,fan blasting in my face isnt helping!how?? "
0,"im lonely  keep me company! 22 female, New Orleans - Louisiana"
0,"@avamir lmao damn have you done the other one yet? i got up at 7am to work, where did all the time go "
0,"Just smsed sony darling..she was bit mood out tried to liven her up..couldnt do so..tried being silly,by sending some jokes,,dint work! "
0,"Laundry underway: check.  Raid tonight: check.  Crippling sense of not knowing how to make myself be productive, schoolwise:  check.  "
0,"@JAZJess Unfortunately, no. You can ask Dee, but I'm chilling with the twins Michael and Erica tonight for concert money  I apologize."
0,"@stephsmith I was tearing up, I gotta admit. "
0,"@Pookthy @CraftyQuincy DH is going in a week  My 17mos and I are going at the end of May, going to Vancouver 1st to visit my parents."
0,"Just got home.... Its raining, Cant go out  I want some hot coco and cinnamon rolls NOW!"
0,"grocery shopping done, food away, lunch eaten... mac&amp;cheese, slice of leftover pizza, jelly beans. Feeling very guilty AGAIN  #Flylady"
0,"it's beautiful out, and i have a 30 page outline to do "
0,"According 2 my lab tests, I've been on the wrong antibiotics for a week  I had bad reaction to last antibios AND I still have kidney infec"
0,"@kasanika I did.  It always snows on or around hubby's bday, the 24th."
0,"Hey peoples...I am working on homework  Sucks but it will be worth it in the end, I AM A PHOENIX!!!!"
0,"well, that was somewhat disappointing. i don't like places with no dancing.   baby's first was a bit of a bust."
0,"While the Sun has hit hat on. I'm developing a Blimmin Cold and Stuck in Bed. Back to some hardcore DVD watching, and another night in "
0,"Bloody iPhone, it will go on net, get emails and send texts but it refuses to make/receive calls.  Hows that? :s"
0,"When I finally decide to buy the OYIN Burnt Sugar Pomade, it's out of stock at CurlMart. WTH! "
0,"@carpesomediem aw man, that's a shame "
0,"@BertaWooster no, don't think it is "
0,"@Hedda_K I wanted to cry, the poor thing was trying hard to get out of the way after it got hit "
0,"@somegirlsays argh, i know, wish they showed doubles. might end up on justin.tv if anywhere, but not sure "
0,"gettin me some eats, i have no stories to tell today "
0,"im lonely  keep me company! 22 female, Charlotte - North Carolina"
0,"@ljauss I will try to get a ticket, but I don't have much hope. Cologne is too far to just drive there and hope for the best. "
0,"Another rainy ass day in Houston, I can't see him in the rain "
0,"@amazingphoebe i have to be up in three hours time, so i'm going to try and get some sleep. i'll talk to you later, i guess  night xxxx"
0,"has run out of cigarettes  what to do. stay + study or go for coffee, cigggie + a wee walk? time for fun yet? hmmm its only 6pm,study wins"
0,"@xitara i wish we were in a fanfiction  it could be &quot;with me&quot;, do you like this one?"
0,"Gosh, Don't you hate those guys who are just so damn perfect but he will never go for you? ughhh "
0,"Well, that didn't go well. I couldn't put much pressure on my arms so I had to use my back to hold me up. Bad idea, so I came back home. "
0,"Needs a day away from studyingggg  and is I'll thanks to stupid unhealthy little brother. Thanks, Michael."
0,"@kr_sten Ooo I'd kill. Although, i didn't get tickets  and I tried ALL morning! But might have luck with girl from work. Crosses fingers."
0,"Have to wait two weeks for my cord  thankfully I had a great experience with Apple support. Thanks, ladies!"
0,"spa spa spa, shop shop shop....  I want my old lifestyle back "
0,"Am seeing so many raccoon roadkills on the way to raccoon state park, it's not funny "
0,"@cheryllbear nooo, mom i need to know so i can ask whit and chelsea is in abita springs until school she is going to new york in december "
0,"@sebby_peek but you didn't and I'm scared oneday you just won't say it again  but what about when you've hurt me, it hasn't made me want t"
0,"preparing for d bournvita quiz contest,i've got only 2 days 2 do so!   ."
0,"http://twitpic.com/3j60r - In Springfield, Mass. at Springfield College, sitting ON the bleachers all by myself. "
0,"@earthsongs also, my ex-eye candy goes to COOS I think "
0,"Finally watched S. Peyton-Jones excellent QCon talk on FP. Last 10 minutes truncated, though   http://bit.ly/yyAMd"
0,"Guess I'll play call of duty, no online tho cuz mah computer aint here "
0,"im lonely  keep me company! 22 female, Houston - Texas"
0,"@Hyperopia You're joking!!  My God it's a damn shame when you have to resort to that!! I'm so sorry sweetheart, bet you're well pee'd off "
0,"@maprangmalts eh....don't ask, it'll just depress you  study hard for exams!"
0,"I hope my cat is not sick.  He seems fine, but lab results revealed low wbc count...my poor baby "
0,"Have to go to my church to get some community service hours for school. I slept in to 9:30, but I'm still tired. "
0,"Playing after the others thanks to TV scheduling may well allow us to know what's go on, but it makes things look bad on Saturday nights "
0,"Whatever my mother is cooking, it's making me retch "
0,"just finished fashion fitting. tired.  Wishing more than ever that there was a beach in Atlanta. Oh, and show tonight @ Kavarna! 8pm"
0,"@DaveDube sorry, but is this link the right one? don't get what it has to do with Earth Day 2009 "
0,"@aplusk Well now that you have 1,158,575 followers I guess I have less chances of getting a twit from ya "
0,"is still revising. When will this hell on earth end? Ok, wait. Not that bad but still! Other sixth formers will know exactly what I mean! "
0,"From Now On I Refuse To Share Feelingz, Cuz Shyt Never Change "
0,"@gbfiremelon Ah well, Neverending Story is a worthy winner... Was looking forward to reading your analysis of the Arkwright books though "
0,"@sebby_peek okay, goodnight, I love you so much xxxx I'm sorry, too "
0,"ShanSKYWALKER: @___missfayeeex  I still need to meet my tracey -sniffs- remember that hotmail hacking time? LOL so, ya, msn later?! &lt;3"
0,"@LolaLuftnagle i DO know what u're talkin about hon!!!  i miss u, can't wait 2 talk 2 on msn.. don't lemme wait too long!!c ya mind-reader"
0,"........*sigh* long distance i fucking hate it.  but on the brighter side,random ass road trip to famu today.then fort valley monday! oboy"
0,"Recovering my PC from an epic hard disk crash.  According to the program, estimated time remaining is 1012 hours, 7 minutes Wowza... "
0,"I have 7 followers, I want 50. "
0,"@PushPlayCJ ooh alright. well, too bad we can't reply to your messages  you would need to follow us in order to do that."
0,"Just went home, my team lost the match with two points  I really miss playing with them!! :'("
0,"Back from italy, suffering the consequences of coming back to cold weather again "
0,"So my yard is pretty much flooded right now  and the street in front of my house, man i glad i drive an excursion right now!"
0,"On train home, full of saturday shoppers and daytime drinkers... Oh what a life it must be to have a saturday off work "
0,"@devtee I want Ortega, not Obama!  #fifthsummit"
0,"@Has_Bookpushers I'm so freaking depressed. I knew what would happen, but still. "
0,"Damn, today was the aspca wag'n walk. I wanted to go  damn sucky weather."
0,"ah well, back to the grind "
0,"@Skeletonbox Thanks for having me last night, I'm sorry I didn't say that last night. I was falling asleep. Also sorry if I left a mess "
0,"@just__jac D: i hope you're gonna be okay soon. i'd get drunk for you but i haz no booooze ;) haha. i'm okay, im driwning in work though "
0,"Watching arsenal vs chelsea on tv, no liverpool so I would go for arsenal "
0,"@_ophelia danny wasn't there  just angela, craig and Robert!! Was a great day though "
0,"im lonely  keep me company! 22 female, Baltimore - Maryland"
0,"That's Just great,  Group pic cancelled!  Due to this tunder storm,  Thanks Houston "
0,"@gx_saurav blu is nice, but kinda unstable.. tbh, the best twitter clients (twhirl, tweetdeck, etc.) are adobe air based "
0,"is sad that he can't go hiking today, but even sadder that he stranded the scout troop out on muddy roads.  "
0,"Well!  It's about darn time, Dallas!  Welcome to my Twitter.  I have more disciples than Jesus had!  Course, I lost one today I see... "
0,"im lonely  keep me company! 22 female, Duluth - Minnesota"
0,"Sorry about the #readathon spam, everyone. Sadly there's nothing we can do "
0,"STILL writing an essay for church, while my new drum set waits in its box, unopened. "
0,"god is mad cause all time low doesn't come to houston enough, thats why its raining today. "
0,"Am drinking soda for the first time in...several months? o.O; Aha, no sugars either. Doesn't make me feel less guilty, though. *sigh* "
