id,duration,codec,width,height,bitrate,framerate,i,p,b,frames,i_size,p_size,b_size,size,o_codec,o_bitrate,o_framerate,o_width,o_height,umem,utime
3Wdg-dsGihA,340.42400000000004,flv,320,240,244491,11.0,69,4012,0,4081,1168939,9234909,0,10403848,h264,820000,12.0,176,144,221152,2.392
2tzy-vqeeLY,106.765,h264,1280,720,849586,25.0,66,2603,0,2669,4427240,6911026,0,11338266,h264,3000000,29.97,320,240,219480,7.984
0I0e-5-iR3A,906.5983,mpeg4,176,144,56108,12.0,187,10692,0,10879,597549,5760936,0,6358485,flv,109000,25.0,176,144,165668,0.308
0a6_--ZJXTE,290.01666,mpeg4,176,144,52783,12.0,61,3417,0,3478,119325,1794184,0,1913509,flv,56000,15.0,1920,1080,135684,3.032
3HVJ-p8L33A,163.89700000000002,flv,320,240,267032,29.0,87,4826,0,4913,824159,4646573,0,5470732,flv,3000000,25.0,640,480,219656,1.3840000000000001
3DRy-Stwt9c,385.05199999999996,vp8,1280,720,441862,23.979221,77,9155,0,9232,16244376,5023129,0,21267505,vp8,242000,12.0,176,144,219480,1.764
0XTW-dqdT4w,216.55,h264,320,240,291150,29.0,112,6379,0,6491,1789334,6091735,0,7881069,flv,109000,12.0,176,144,202572,0.672
3YNh-PI2q64,395.44,vp8,1280,720,1611942,25.027847,80,9806,0,9886,5073258,74605061,0,79678319,flv,820000,29.97,640,480,221160,2.02
_2al-ZI1Wss,74.535,mpeg4,176,144,55305,12.0,15,879,0,894,23996,491276,0,515272,vp8,242000,24.0,320,240,219200,1.9280000000000002
1Vq6-f1kYeM,127.22166399999999,h264,1920,1080,3080852,23.0,70,2980,0,3050,3818903,45174992,0,48993895,h264,5000000,24.0,1280,720,396672,93.62200000000001
2NO0-ve7CKM,1140.349,vp8,1280,720,2394626,30.007016999999998,328,33880,0,34208,20478926,320859863,0,341338789,vp8,3000000,24.0,640,480,219480,22.296999999999997
1hEL-mcI-tM,304.927,vp8,320,240,134334,25.075658999999998,82,7541,0,7623,833754,4286526,0,5120280,flv,109000,25.0,1920,1080,216820,5.204
2SkA-cUEaJ0,490.6,h264,480,360,300437,25.0,256,12010,0,12266,1448177,16976151,0,18424328,h264,109000,12.0,176,144,219480,1.868
1G6F-Huj2hY,110.966995,h264,480,360,397112,30.0,59,3271,0,3330,529627,4978664,0,5508291,mpeg4,539000,24.0,176,144,216820,3.1439999999999997
2TXm-QHXCzU,270.655,vp8,640,480,652967,30.062963,89,8028,0,8117,1912240,20178890,0,22091130,mpeg4,109000,15.0,176,144,219480,2.1319999999999997
3SQY-ZB8hmI,473.0,h264,320,240,164017,25.0,198,10924,704,11826,1419320,8047423,0,9697521,flv,109000,15.0,1280,720,220900,2.06
1hEL-mcI-tM,304.927,vp8,320,240,134334,25.075658999999998,82,7541,0,7623,833754,4286526,0,5120280,mpeg4,56000,24.0,480,360,216820,2.7960000000000003
1WrA-SRsgEk,384.45099999999996,h264,640,480,646432,29.0,205,11318,0,11523,2839955,28225248,0,31065203,h264,539000,24.0,320,240,217836,6.707999999999999
2kFF-0kB_4w,339.667,h264,640,480,257699,30.0,181,10010,0,10191,10121223,820261,0,10941484,mpeg4,3000000,25.0,640,480,219480,3.7880000000000003
1YDt-FkeZ4E,98.683334,mpeg4,176,144,55552,12.0,20,1164,0,1184,48267,636993,0,685260,mpeg4,820000,24.0,176,144,217864,0.8
2NO0-ve7CKM,1140.349,vp8,1280,720,2394626,30.007016999999998,328,33880,0,34208,20478926,320859863,0,341338789,mpeg4,5000000,25.0,320,240,219480,4.763999999999999
3YNh-PI2q64,395.44,vp8,1280,720,1611942,25.027847,80,9806,0,9886,5073258,74605061,0,79678319,vp8,820000,24.0,640,480,221160,5.263999999999999
0ICm-Cu4_aE,476.957,vp8,1280,720,1387100,30.05252,105,14200,0,14305,3487520,79210885,0,82698405,vp8,242000,24.0,480,360,165700,6.68
1a5f-GbYEaM,157.80167,h264,1280,720,2885589,25.0,72,3873,0,3945,5611970,51306874,0,56918844,h264,5000000,15.0,640,480,216064,25.658
3mWp-QQn-1M,167.39166,h264,1280,720,2207484,24.0,86,3931,0,4017,4369420,41819887,0,46189307,vp8,539000,24.0,480,360,219656,9.513
3AYz-PCa1aI,391.08,h264,640,480,230847,25.0,209,9569,0,9778,9023743,2261252,0,11284995,vp8,820000,24.0,480,360,219480,3.364
0OUmDeBapbQ,316.95166,mpeg4,176,144,55396,12.0,64,3739,0,3803,111850,2082902,0,2194752,mpeg4,56000,29.97,480,360,165700,2.336
3N6c-uPdNas,69.933,flv,320,240,272898,15.0,37,1013,0,1050,349781,2035796,0,2385577,mpeg4,5000000,29.97,1920,1080,219656,16.553
2ApZ-KZ-pEk,157.891,h264,480,360,406908,29.0,87,4646,0,4733,1776729,6254165,0,8030894,mpeg4,539000,12.0,320,240,219464,1.68
1tos-YhVzA4,222.53333999999998,h264,480,360,500449,30.0,219,6457,0,6676,2821722,11099102,0,13920824,h264,56000,25.0,320,240,217348,3.52
4Fob-eSnrb8,1768.9417,mpeg4,176,144,56152,12.0,354,20873,0,21227,1382103,11034284,0,12416387,vp8,109000,24.0,640,480,221160,4.324
15fr-zSdCqg,39.055,h264,1920,1080,5992818,30.0,26,1144,0,1170,839251,28416939,0,29256190,mpeg4,56000,29.97,320,240,215712,9.921
1LXH-OibJYQ,42.2,h264,480,360,288705,25.0,23,1033,0,1056,216154,1306770,0,1522924,vp8,5000000,15.0,640,480,216820,4.836
1Nc0-MKuExg,107.443,vp8,480,360,320011,30.093458000000002,30,3190,0,3220,671936,3625932,0,4297868,h264,109000,29.97,320,240,216820,4.808
0Au5-4UDHco,52.68,h264,480,360,372001,25.0,53,1265,0,1318,870136,1579497,0,2449633,vp8,242000,29.97,320,240,140080,4.716
4b7b-FY4JPI,203.19799999999998,flv,320,240,239336,29.0,104,5974,0,6078,853613,5225468,0,6079081,mpeg4,539000,24.0,176,144,221160,1.6159999999999999
42hr-6A1jYc,311.1,mpeg4,176,144,56416,12.0,113,3620,0,3733,127552,2066350,0,2193902,h264,56000,12.0,1920,1080,634284,15.689
2SkA-cUEaJ0,490.6,h264,480,360,300437,25.0,256,12010,0,12266,1448177,16976151,0,18424328,h264,56000,12.0,320,240,219480,2.6239999999999997
0XTW-dqdT4w,216.55,h264,320,240,291150,29.0,112,6379,0,6491,1789334,6091735,0,7881069,mpeg4,539000,24.0,640,480,181948,4.588
2Y-k-006Zbs,67.583336,mpeg4,176,144,51225,12.0,15,777,0,792,47585,385164,0,432749,vp8,109000,12.0,320,240,219480,1.608
3Wdg-dsGihA,340.42400000000004,flv,320,240,244491,11.0,69,4012,0,4081,1168939,9234909,0,10403848,mpeg4,820000,29.97,640,480,221152,4.24
1s9d-jTKyUw,448.575,vp8,1280,720,2052426,30.002232,92,13349,0,13441,9132637,105950761,0,115083398,h264,3000000,29.97,1280,720,319812,88.154
1RGh-RmYxHY,217.518,h264,480,360,83054,29.0,112,6408,0,6520,406683,1851539,0,2258222,flv,56000,15.0,1920,1080,217080,3.612
2zeL-QQa8Sk,77.233,h264,480,360,382461,30.0,53,2265,0,2318,182297,3510033,0,3692330,h264,109000,29.97,1920,1080,644020,51.791000000000004
0ckO-lUydcc,177.33333000000002,mpeg4,176,144,53707,12.0,37,2091,0,2128,100969,1089548,0,1190517,flv,56000,25.0,1920,1080,163632,2.728
1s9d-jTKyUw,448.575,vp8,1280,720,2052426,30.002232,92,13349,0,13441,9132637,105950761,0,115083398,h264,109000,12.0,176,144,217080,5.167999999999999
3YNh-PI2q64,395.44,vp8,1280,720,1611942,25.027847,80,9806,0,9886,5073258,74605061,0,79678319,mpeg4,539000,12.0,480,360,221160,2.276
3Xyf-6FdtDA,49.178333,mpeg4,176,144,54338,7.0,10,334,0,344,33046,300986,0,334032,mpeg4,3000000,12.0,640,480,221160,1.6440000000000001
0XTW-dqdT4w,216.55,h264,320,240,291150,29.0,112,6379,0,6491,1789334,6091735,0,7881069,flv,3000000,24.0,640,480,208844,1.504
3SQY-ZB8hmI,473.0,h264,320,240,164017,25.0,198,10924,704,11826,1419320,8047423,0,9697521,mpeg4,109000,15.0,640,480,219656,2.3280000000000003
2SkA-cUEaJ0,490.6,h264,480,360,300437,25.0,256,12010,0,12266,1448177,16976151,0,18424328,mpeg4,3000000,24.0,1920,1080,219480,12.949000000000002
3U8m-ETsTS4,282.56,h264,640,480,559834,25.0,145,6920,0,7065,4966509,14806840,0,19773349,h264,3000000,24.0,1280,720,333792,35.022
1Y-Y-RHCxRQ,189.956,flv,320,240,231296,29.0,97,5597,0,5694,580292,4911734,0,5492026,mpeg4,539000,29.97,1280,720,218192,10.049
1LXH-OibJYQ,42.2,h264,480,360,288705,25.0,23,1033,0,1056,216154,1306770,0,1522924,mpeg4,242000,25.0,1280,720,216820,10.077
15fr-zSdCqg,39.055,h264,1920,1080,5992818,30.0,26,1144,0,1170,839251,28416939,0,29256190,flv,5000000,29.97,1280,720,216020,11.440999999999999
3-Wy-Ftbd40,69.93833000000001,mpeg4,176,144,56717,12.0,14,825,0,839,47521,448322,0,495843,h264,56000,24.0,1280,720,309784,13.460999999999999
4b7b-FY4JPI,203.19799999999998,flv,320,240,239336,29.0,104,5974,0,6078,853613,5225468,0,6079081,flv,242000,24.0,1920,1080,221160,5.632000000000001
2NuI-Bp5brA,80.536,h264,480,360,690041,29.0,43,2374,0,2417,618732,6327913,0,6946645,mpeg4,3000000,15.0,1280,720,219480,6.532
3_fF9rtYCQ0,256.20833999999996,mpeg4,176,144,57565,12.0,56,3018,0,3074,302900,1540700,0,1843600,mpeg4,539000,24.0,640,480,219480,2.784
1LXH-OibJYQ,42.2,h264,480,360,288705,25.0,23,1033,0,1056,216154,1306770,0,1522924,h264,539000,29.97,480,360,216820,8.177
3Wdg-dsGihA,340.42400000000004,flv,320,240,244491,11.0,69,4012,0,4081,1168939,9234909,0,10403848,vp8,3000000,29.97,1920,1080,221152,27.605999999999998
3N6c-uPdNas,69.933,flv,320,240,272898,15.0,37,1013,0,1050,349781,2035796,0,2385577,mpeg4,820000,25.0,640,480,219656,4.48
1WrA-SRsgEk,384.45099999999996,h264,640,480,646432,29.0,205,11318,0,11523,2839955,28225248,0,31065203,h264,5000000,15.0,640,480,217852,22.649
1KXW-XA6QkQ,255.28,flv,320,240,250276,25.0,110,6272,0,6382,611474,7374864,0,7986338,vp8,242000,25.0,176,144,216820,1.84
3N6c-uPdNas,69.933,flv,320,240,272898,15.0,37,1013,0,1050,349781,2035796,0,2385577,flv,5000000,15.0,640,480,219656,1.128
28BV-NZV3C8,326.58832,h264,1920,1080,5999648,23.0,174,7656,0,7830,16603953,228322925,0,244926878,flv,56000,29.97,1920,1080,218932,10.605
3-Wy-Ftbd40,69.93833000000001,mpeg4,176,144,56717,12.0,14,825,0,839,47521,448322,0,495843,h264,109000,25.0,176,144,221152,1.484
3_fF9rtYCQ0,256.20833999999996,mpeg4,176,144,57565,12.0,56,3018,0,3074,302900,1540700,0,1843600,mpeg4,539000,29.97,1920,1080,219480,14.085
1D3O-16kzhQ,274.541,vp8,480,360,139791,30.029197999999997,58,8170,0,8228,802625,3994697,0,4797322,mpeg4,539000,25.0,1920,1080,216064,12.673
1a5f-GbYEaM,157.80167,h264,1280,720,2885589,25.0,72,3873,0,3945,5611970,51306874,0,56918844,flv,3000000,25.0,1280,720,216064,4.732
4Fob-eSnrb8,1768.9417,mpeg4,176,144,56152,12.0,354,20873,0,21227,1382103,11034284,0,12416387,vp8,539000,24.0,480,360,221160,4.336
1YDt-FkeZ4E,98.683334,mpeg4,176,144,55552,12.0,20,1164,0,1184,48267,636993,0,685260,mpeg4,56000,24.0,1920,1080,217852,12.817
1G6F-Huj2hY,110.966995,h264,480,360,397112,30.0,59,3271,0,3330,529627,4978664,0,5508291,h264,109000,25.0,640,480,216820,11.440999999999999
1a5f-GbYEaM,157.80167,h264,1280,720,2885589,25.0,72,3873,0,3945,5611970,51306874,0,56918844,h264,5000000,12.0,640,480,216064,22.656999999999996
3AYz-PCa1aI,391.08,h264,640,480,230847,25.0,209,9569,0,9778,9023743,2261252,0,11284995,mpeg4,242000,15.0,1280,720,219480,4.632
22uE-OUUBH8,43.827,flv,320,240,272273,25.0,23,1081,0,1104,137210,1354404,0,1491614,flv,109000,25.0,176,144,218932,0.5479999999999999
9Sbo-24_oPQ,84.333,h264,480,360,570261,15.0,43,1223,0,1266,850893,5160585,0,6011478,h264,5000000,12.0,320,240,69312,10.921
0_VA-rJgmMI,750.433,vp8,1280,720,794075,13.482667000000001,81,10031,0,10112,3852576,70635013,0,74487589,h264,3000000,29.97,1280,720,328420,41.207
2SkA-cUEaJ0,490.6,h264,480,360,300437,25.0,256,12010,0,12266,1448177,16976151,0,18424328,h264,539000,24.0,480,360,219480,9.765
1YDt-FkeZ4E,98.683334,mpeg4,176,144,55552,12.0,20,1164,0,1184,48267,636993,0,685260,mpeg4,5000000,25.0,1280,720,217868,5.667999999999999
1s9d-jTKyUw,448.575,vp8,1280,720,2052426,30.002232,92,13349,0,13441,9132637,105950761,0,115083398,mpeg4,820000,24.0,176,144,217080,4.24
0QZJN4yTbbU,34.168,vp8,480,360,186895,30.029411,16,1005,0,1021,238485,559745,0,798230,mpeg4,820000,15.0,640,480,165700,3.0
_2al-ZI1Wss,74.535,mpeg4,176,144,55305,12.0,15,879,0,894,23996,491276,0,515272,flv,539000,12.0,480,360,219464,0.556
4Fob-eSnrb8,1768.9417,mpeg4,176,144,56152,12.0,354,20873,0,21227,1382103,11034284,0,12416387,flv,820000,12.0,480,360,233420,0.652
1hEL-mcI-tM,304.927,vp8,320,240,134334,25.075658999999998,82,7541,0,7623,833754,4286526,0,5120280,flv,539000,24.0,640,480,216820,1.204
2tzy-vqeeLY,106.765,h264,1280,720,849586,25.0,66,2603,0,2669,4427240,6911026,0,11338266,h264,3000000,15.0,1280,720,344256,25.866
1Nc0-MKuExg,107.443,vp8,480,360,320011,30.093458000000002,30,3190,0,3220,671936,3625932,0,4297868,h264,56000,25.0,480,360,216820,6.112
0ckO-lUydcc,177.33333000000002,mpeg4,176,144,53707,12.0,37,2091,0,2128,100969,1089548,0,1190517,vp8,242000,24.0,1280,720,163024,8.877
3N6c-uPdNas,69.933,flv,320,240,272898,15.0,37,1013,0,1050,349781,2035796,0,2385577,flv,56000,29.97,320,240,219656,0.35600000000000004
3AYz-PCa1aI,391.08,h264,640,480,230847,25.0,209,9569,0,9778,9023743,2261252,0,11284995,h264,109000,25.0,1920,1080,648960,29.226
3fpg-LlHcks,273.816,vp8,1920,1080,1571003,25.065932999999998,77,6766,0,6843,6190779,47579961,0,53770740,mpeg4,5000000,25.0,640,480,219656,7.5120000000000005
2u-5-Io725E,426.945,h264,1280,720,1064703,29.0,228,12567,0,12795,11297544,45523691,0,56821235,mpeg4,109000,15.0,176,144,219480,3.64
0Yxo-eU6AjI,326.58299999999997,vp8,640,480,1055982,25.039877,102,8061,0,8163,1868804,41239444,0,43108248,vp8,820000,29.97,640,480,212880,11.189
1L6x-TgAldY,286.995,h264,480,360,508160,23.0,156,6726,0,6882,2285153,15944803,0,18229956,h264,242000,24.0,1920,1080,646932,47.663000000000004
QkPx-0YhQtI,163.108,h264,640,480,814552,29.0,85,4809,0,4894,1106924,15500585,0,16607509,mpeg4,242000,29.97,176,144,68628,3.9160000000000004
1L6x-TgAldY,286.995,h264,480,360,508160,23.0,156,6726,0,6882,2285153,15944803,0,18229956,vp8,820000,25.0,320,240,216820,5.016
1D3O-16kzhQ,274.541,vp8,480,360,139791,30.029197999999997,58,8170,0,8228,802625,3994697,0,4797322,h264,539000,12.0,320,240,216820,3.7319999999999998
04t6-jw9czg,130.35667,mpeg4,176,144,54590,12.0,27,1537,0,1564,64483,825054,0,889537,h264,3000000,29.97,320,240,73704,7.348
3BVV-0I-JlM,33.09,h264,320,240,279173,13.0,22,434,0,456,101794,1052937,0,1154731,mpeg4,3000000,15.0,480,360,219480,2.932
3Xyf-6FdtDA,49.178333,mpeg4,176,144,54338,7.0,10,334,0,344,33046,300986,0,334032,vp8,109000,15.0,1280,720,221160,4.96
3xGu-rfcH3s,368.32,vp8,640,480,29096,25.021739999999998,74,9134,0,9208,869558,470067,0,1339625,flv,242000,29.97,176,144,221152,0.7879999999999999
1WrA-SRsgEk,384.45099999999996,h264,640,480,646432,29.0,205,11318,0,11523,2839955,28225248,0,31065203,flv,3000000,15.0,640,480,217828,1.88
1hEL-mcI-tM,304.927,vp8,320,240,134334,25.075658999999998,82,7541,0,7623,833754,4286526,0,5120280,mpeg4,3000000,29.97,1280,720,216820,11.849
1D3O-16kzhQ,274.541,vp8,480,360,139791,30.029197999999997,58,8170,0,8228,802625,3994697,0,4797322,mpeg4,109000,12.0,320,240,216064,1.656
3mWp-QQn-1M,167.39166,h264,1280,720,2207484,24.0,86,3931,0,4017,4369420,41819887,0,46189307,flv,3000000,15.0,176,144,219656,3.628
2SkA-cUEaJ0,490.6,h264,480,360,300437,25.0,256,12010,0,12266,1448177,16976151,0,18424328,flv,5000000,12.0,176,144,219480,0.912
08EV-X022WI,204.938,h264,480,360,297373,16.0,111,3169,0,3280,1451634,6166260,0,7617894,flv,3000000,12.0,176,144,89752,0.664
3ODf-KYiOZw,63.667,h264,640,480,972572,15.0,33,923,0,956,1259657,6480438,0,7740095,flv,820000,29.97,480,360,219656,1.492
0ICm-Cu4_aE,476.957,vp8,1280,720,1387100,30.05252,105,14200,0,14305,3487520,79210885,0,82698405,flv,242000,25.0,1920,1080,165700,7.112
1Nc0-MKuExg,107.443,vp8,480,360,320011,30.093458000000002,30,3190,0,3220,671936,3625932,0,4297868,h264,820000,15.0,176,144,216820,3.16
0a6_--ZJXTE,290.01666,mpeg4,176,144,52783,12.0,61,3417,0,3478,119325,1794184,0,1913509,flv,3000000,15.0,1280,720,136256,1.956
236x-T7D-8g,581.2330000000001,h264,480,360,295979,30.0,310,17128,0,17438,10151572,11352574,0,21504146,vp8,820000,25.0,176,144,218932,2.116
1WrA-SRsgEk,384.45099999999996,h264,640,480,646432,29.0,205,11318,0,11523,2839955,28225248,0,31065203,h264,820000,12.0,1280,720,340428,27.41
3mWp-QQn-1M,167.39166,h264,1280,720,2207484,24.0,86,3931,0,4017,4369420,41819887,0,46189307,h264,56000,12.0,320,240,219656,5.732
0ckO-lUydcc,177.33333000000002,mpeg4,176,144,53707,12.0,37,2091,0,2128,100969,1089548,0,1190517,flv,5000000,12.0,1920,1080,163632,3.492
2kFF-0kB_4w,339.667,h264,640,480,257699,30.0,181,10010,0,10191,10121223,820261,0,10941484,mpeg4,3000000,25.0,1920,1080,219480,11.681
2u-5-Io725E,426.945,h264,1280,720,1064703,29.0,228,12567,0,12795,11297544,45523691,0,56821235,h264,3000000,24.0,176,144,219480,6.892
2TXm-QHXCzU,270.655,vp8,640,480,652967,30.062963,89,8028,0,8117,1912240,20178890,0,22091130,vp8,3000000,24.0,320,240,219480,6.236000000000001
04t6-jw9czg,130.35667,mpeg4,176,144,54590,12.0,27,1537,0,1564,64483,825054,0,889537,flv,539000,25.0,480,360,55584,0.584
2SkA-cUEaJ0,490.6,h264,480,360,300437,25.0,256,12010,0,12266,1448177,16976151,0,18424328,mpeg4,3000000,12.0,640,480,219480,3.2880000000000003
3YNh-PI2q64,395.44,vp8,1280,720,1611942,25.027847,80,9806,0,9886,5073258,74605061,0,79678319,h264,820000,12.0,640,480,221160,8.509
3dI-kJGuWbY,292.092,h264,480,360,480125,29.0,156,8599,0,8755,2375028,15155062,0,17530090,h264,820000,12.0,1280,720,325160,35.794000000000004
0XTW-dqdT4w,216.55,h264,320,240,291150,29.0,112,6379,0,6491,1789334,6091735,0,7881069,h264,5000000,12.0,480,360,212576,8.769
1Y-Y-RHCxRQ,189.956,flv,320,240,231296,29.0,97,5597,0,5694,580292,4911734,0,5492026,vp8,3000000,29.97,1920,1080,218664,39.118
2zeL-QQa8Sk,77.233,h264,480,360,382461,30.0,53,2265,0,2318,182297,3510033,0,3692330,vp8,820000,12.0,1280,720,219480,11.677
1oz8-nezz50,225.08,h264,480,360,538452,25.0,113,5515,0,5628,1873408,13275961,0,15149369,vp8,3000000,12.0,640,480,216820,5.656000000000001
1Nc0-MKuExg,107.443,vp8,480,360,320011,30.093458000000002,30,3190,0,3220,671936,3625932,0,4297868,flv,5000000,24.0,320,240,216820,1.14
08EV-X022WI,204.938,h264,480,360,297373,16.0,111,3169,0,3280,1451634,6166260,0,7617894,h264,109000,24.0,1920,1080,645324,29.634
1Y-Y-RHCxRQ,189.956,flv,320,240,231296,29.0,97,5597,0,5694,580292,4911734,0,5492026,h264,109000,12.0,640,480,218664,6.244
2zeL-QQa8Sk,77.233,h264,480,360,382461,30.0,53,2265,0,2318,182297,3510033,0,3692330,h264,820000,25.0,480,360,219480,14.137
1KXW-XA6QkQ,255.28,flv,320,240,250276,25.0,110,6272,0,6382,611474,7374864,0,7986338,mpeg4,109000,24.0,320,240,216820,1.536
0Axi-TRoqVA,59.883,vp8,1280,720,994960,30.38983,13,1780,0,1793,481774,6965881,0,7447655,mpeg4,539000,12.0,1920,1080,155028,8.137
3AYz-PCa1aI,391.08,h264,640,480,230847,25.0,209,9569,0,9778,9023743,2261252,0,11284995,mpeg4,3000000,12.0,1280,720,219480,3.352
22uE-OUUBH8,43.827,flv,320,240,272273,25.0,23,1081,0,1104,137210,1354404,0,1491614,mpeg4,109000,12.0,640,480,218932,1.92
28BV-NZV3C8,326.58832,h264,1920,1080,5999648,23.0,174,7656,0,7830,16603953,228322925,0,244926878,vp8,5000000,25.0,176,144,218932,8.865
2Y-k-006Zbs,67.583336,mpeg4,176,144,51225,12.0,15,777,0,792,47585,385164,0,432749,vp8,56000,15.0,1280,720,219480,7.672000000000001
0Yxo-eU6AjI,326.58299999999997,vp8,640,480,1055982,25.039877,102,8061,0,8163,1868804,41239444,0,43108248,flv,56000,24.0,176,144,213080,1.192
3fpg-LlHcks,273.816,vp8,1920,1080,1571003,25.065932999999998,77,6766,0,6843,6190779,47579961,0,53770740,vp8,242000,24.0,1280,720,219656,22.909000000000002
6hNd-552r-Q,189.792,vp8,480,360,96804,30.10582,42,5648,0,5690,2066477,230112,0,2296589,h264,820000,25.0,320,240,60456,2.8
1WrA-SRsgEk,384.45099999999996,h264,640,480,646432,29.0,205,11318,0,11523,2839955,28225248,0,31065203,h264,109000,12.0,320,240,217828,3.7960000000000003
3o_2-igmsyo,440.967,h264,320,240,281642,30.0,236,12994,0,13230,2444863,13079542,0,15524405,h264,820000,25.0,640,480,219656,13.989
3_fF9rtYCQ0,256.20833999999996,mpeg4,176,144,57565,12.0,56,3018,0,3074,302900,1540700,0,1843600,vp8,56000,15.0,320,240,219480,1.232
08EV-X022WI,204.938,h264,480,360,297373,16.0,111,3169,0,3280,1451634,6166260,0,7617894,flv,242000,25.0,1920,1080,86516,3.58
3DRy-Stwt9c,385.05199999999996,vp8,1280,720,441862,23.979221,77,9155,0,9232,16244376,5023129,0,21267505,flv,109000,12.0,1280,720,219480,1.632
3xUU-YRicZA,131.76,vp8,640,480,104723,25.145039,37,3257,0,3294,945865,778937,0,1724802,h264,3000000,15.0,176,144,221152,1.42
3N6c-uPdNas,69.933,flv,320,240,272898,15.0,37,1013,0,1050,349781,2035796,0,2385577,mpeg4,539000,29.97,176,144,219656,1.6880000000000002
3o_2-igmsyo,440.967,h264,320,240,281642,30.0,236,12994,0,13230,2444863,13079542,0,15524405,h264,820000,24.0,320,240,219656,4.136
1oz8-nezz50,225.08,h264,480,360,538452,25.0,113,5515,0,5628,1873408,13275961,0,15149369,h264,3000000,24.0,640,480,216820,27.254
15fr-zSdCqg,39.055,h264,1920,1080,5992818,30.0,26,1144,0,1170,839251,28416939,0,29256190,mpeg4,242000,12.0,1280,720,215848,11.377
3YNh-PI2q64,395.44,vp8,1280,720,1611942,25.027847,80,9806,0,9886,5073258,74605061,0,79678319,flv,242000,24.0,1280,720,221160,2.3480000000000003
3fmy-4uvR9U,143.03333999999998,mpeg4,176,144,51082,12.0,31,1685,0,1716,56405,856907,0,913312,flv,5000000,29.97,320,240,219480,0.5
3xGu-rfcH3s,368.32,vp8,640,480,29096,25.021739999999998,74,9134,0,9208,869558,470067,0,1339625,h264,5000000,25.0,1920,1080,605776,27.038
3ODf-KYiOZw,63.667,h264,640,480,972572,15.0,33,923,0,956,1259657,6480438,0,7740095,mpeg4,3000000,25.0,1280,720,219656,9.892999999999999
08EV-X022WI,204.938,h264,480,360,297373,16.0,111,3169,0,3280,1451634,6166260,0,7617894,mpeg4,56000,24.0,1920,1080,114048,12.257
2NuI-Bp5brA,80.536,h264,480,360,690041,29.0,43,2374,0,2417,618732,6327913,0,6946645,mpeg4,109000,15.0,176,144,219480,2.0
0I0e-5-iR3A,906.5983,mpeg4,176,144,56108,12.0,187,10692,0,10879,597549,5760936,0,6358485,mpeg4,242000,25.0,320,240,165668,1.44
1ZzJ-T2FJAw,250.017,h264,320,240,153059,29.0,128,7366,0,7494,856855,3926589,0,4783444,mpeg4,5000000,12.0,480,360,218664,2.66
2pet-NcSXvY,37.011665,h264,1280,720,2759449,29.0,21,1088,0,1109,1899633,10866846,0,12766479,h264,820000,12.0,176,144,219480,7.824
1s9d-jTKyUw,448.575,vp8,1280,720,2052426,30.002232,92,13349,0,13441,9132637,105950761,0,115083398,mpeg4,5000000,12.0,480,360,217080,4.98
28BV-NZV3C8,326.58832,h264,1920,1080,5999648,23.0,174,7656,0,7830,16603953,228322925,0,244926878,flv,820000,24.0,320,240,218932,8.401
0ckO-lUydcc,177.33333000000002,mpeg4,176,144,53707,12.0,37,2091,0,2128,100969,1089548,0,1190517,mpeg4,820000,15.0,1280,720,163024,3.9760000000000004
2NuI-Bp5brA,80.536,h264,480,360,690041,29.0,43,2374,0,2417,618732,6327913,0,6946645,h264,5000000,24.0,1920,1080,664152,177.267
2SkA-cUEaJ0,490.6,h264,480,360,300437,25.0,256,12010,0,12266,1448177,16976151,0,18424328,mpeg4,242000,25.0,176,144,219480,2.596
1WrA-SRsgEk,384.45099999999996,h264,640,480,646432,29.0,205,11318,0,11523,2839955,28225248,0,31065203,h264,820000,29.97,480,360,217852,14.369000000000002
